title,plot,genres,keywords,rating,num_votes,release_date
Brave,"Brave is set in the mystical Scottish Highlands, where Mérida is the princess of a kingdom ruled by King Fergus and Queen Elinor. An unruly daughter and an accomplished archer, Mérida one day defies a sacred custom of the land and inadvertently brings turmoil to the kingdom. In an attempt to set things right, Mérida seeks out an eccentric old Wise Woman and is granted an ill-fated wish. Also figuring into Mérida’s quest — and serving as comic relief — are the kingdom’s three lords: the enormous Lord MacGuffin, the surly Lord Macintosh, and the disagreeable Lord Dingwall.","[{""id"": 16, ""name"": ""Animation""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 28, ""name"": ""Action""}, {""id"": 14, ""name"": ""Fantasy""}]","[{""id"": 388, ""name"": ""scotland""}, {""id"": 526, ""name"": ""rebel""}, {""id"": 3930, ""name"": ""bravery""}, {""id"": 4152, ""name"": ""kingdom""}, {""id"": 4393, ""name"": ""archer""}, {""id"": 4896, ""name"": ""wish""}, {""id"": 10468, ""name"": ""bear""}, {""id"": 14753, ""name"": ""scot""}, {""id"": 15161, ""name"": ""rebellious daughter""}, {""id"": 41538, ""name"": ""turns into animal""}, {""id"": 53995, ""name"": ""archery""}, {""id"": 162715, ""name"": ""ruins""}, {""id"": 179430, ""name"": ""aftercreditsstinger""}, {""id"": 181181, ""name"": ""peace offering""}, {""id"": 187056, ""name"": ""woman director""}, {""id"": 189098, ""name"": ""courage""}, {""id"": 209714, ""name"": ""3d""}]",6.7,4641,2012-06-21
The Book Thief,"While subjected to the horrors of WWII Germany, young Liesel finds solace by stealing books and sharing them with others. Under the stairs in her home, a Jewish refuge is being sheltered by her adoptive parents.","[{""id"": 18, ""name"": ""Drama""}]","[{""id"": 1956, ""name"": ""world war ii""}, {""id"": 3096, ""name"": ""book""}, {""id"": 11064, ""name"": ""nazi germany""}, {""id"": 11508, ""name"": ""jewish""}]",7.4,1486,2013-11-08
The Help,"Aibileen Clark is a middle-aged African-American maid who has spent her life raising white children and has recently lost her only son; Minny Jackson is an African-American maid who has often offended her employers despite her family's struggles with money and her desperate need for jobs; and Eugenia ""Skeeter"" Phelan is a young white woman who has recently moved back home after graduating college to find out her childhood maid has mysteriously disappeared. These three stories intertwine to explain how life in Jackson, Mississippi revolves around ""the help""; yet they are always kept at a certain distance because of racial lines.","[{""id"": 18, ""name"": ""Drama""}]","[{""id"": 787, ""name"": ""mississippi""}, {""id"": 818, ""name"": ""based on novel""}, {""id"": 2804, ""name"": ""exploitation""}, {""id"": 6984, ""name"": ""racial segregation""}, {""id"": 12425, ""name"": ""racism""}, {""id"": 13028, ""name"": ""writer""}, {""id"": 13097, ""name"": ""maid""}, {""id"": 13098, ""name"": ""moral courage""}, {""id"": 13099, ""name"": ""ressentiment""}, {""id"": 176219, ""name"": ""southern belle""}, {""id"": 204173, ""name"": ""racial issues""}, {""id"": 208992, ""name"": ""1960s""}, {""id"": 209334, ""name"": ""newspaper columnist""}]",7.8,1910,2011-08-09
American Hustle,"A con man, Irving Rosenfeld, along with his seductive partner Sydney Prosser, is forced to work for a wild FBI agent, Richie DiMaso, who pushes them into a world of Jersey powerbrokers and mafia.","[{""id"": 18, ""name"": ""Drama""}, {""id"": 80, ""name"": ""Crime""}]","[{""id"": 10453, ""name"": ""con artist""}, {""id"": 11454, ""name"": ""scam""}, {""id"": 11578, ""name"": ""mobster""}, {""id"": 18525, ""name"": ""fbi agent""}]",6.8,2807,2013-12-12
Black Swan,"A ballet dancer wins the lead in ""Swan Lake"" and is perfect for the role of the delicate White Swan - Princess Odette - but slowly loses her mind as she becomes more and more like Odile, the Black Swan.","[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]","[{""id"": 246, ""name"": ""dancing""}, {""id"": 271, ""name"": ""competition""}, {""id"": 572, ""name"": ""sex""}, {""id"": 733, ""name"": ""dancer""}, {""id"": 1523, ""name"": ""obsession""}, {""id"": 2340, ""name"": ""paranoia""}, {""id"": 6255, ""name"": ""insanity""}, {""id"": 9937, ""name"": ""suspense""}, {""id"": 10551, ""name"": ""ballet""}, {""id"": 14512, ""name"": ""new york city""}, {""id"": 34265, ""name"": ""heartbreak""}, {""id"": 41329, ""name"": ""mental illness""}, {""id"": 41410, ""name"": ""madness""}, {""id"": 173646, ""name"": ""swan lake""}, {""id"": 187256, ""name"": ""ballerina""}, {""id"": 191564, ""name"": ""body horror""}]",7.3,4430,2010-12-02
Moonrise Kingdom,"Set on an island off the coast of New England in the summer of 1965, Moonrise Kingdom tells the story of two twelve-year-olds who fall in love, make a secret pact, and run away together into the wilderness. As various authorities try to hunt them down, a violent storm is brewing off-shore – and the peaceful island community is turned upside down in more ways than anyone can handle.","[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]","[{""id"": 41393, ""name"": ""new england""}, {""id"": 157303, ""name"": ""first love""}, {""id"": 159869, ""name"": ""eye patch""}, {""id"": 169962, ""name"": ""search party""}, {""id"": 169964, ""name"": ""devastation""}, {""id"": 169965, ""name"": ""pen pal""}, {""id"": 169967, ""name"": ""handkerchief""}, {""id"": 169970, ""name"": ""child smoking""}, {""id"": 169977, ""name"": ""small town sheriff""}, {""id"": 169978, ""name"": ""the color red""}, {""id"": 169981, ""name"": ""the color blue""}, {""id"": 169990, ""name"": ""boy scouts""}, {""id"": 169991, ""name"": ""sand dancing""}, {""id"": 169993, ""name"": ""meet cute""}, {""id"": 169995, ""name"": ""boy scouts leader""}, {""id"": 174316, ""name"": ""pipe smoking""}, {""id"": 179431, ""name"": ""duringcreditsstinger""}]",7.6,1662,2012-05-16
Pitch Perfect,"College student Beca knows she does not want to be part of a clique, but that's exactly where she finds herself after arriving at her new school. Thrust in among mean gals, nice gals and just plain weird gals, Beca finds that the only thing they have in common is how well they sing together. She takes the women of the group out of their comfort zone of traditional arrangements and into a world of amazing harmonic combinations in a fight to the top of college music competitions.","[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10402, ""name"": ""Music""}, {""id"": 10749, ""name"": ""Romance""}]","[{""id"": 271, ""name"": ""competition""}, {""id"": 1253, ""name"": ""roommate""}, {""id"": 3616, ""name"": ""college""}, {""id"": 5248, ""name"": ""female friendship""}, {""id"": 6027, ""name"": ""music""}, {""id"": 10079, ""name"": ""hazing""}, {""id"": 10556, ""name"": ""male female relationship""}, {""id"": 33928, ""name"": ""audition""}, {""id"": 155939, ""name"": ""group of friends""}, {""id"": 167768, ""name"": ""dorm room""}, {""id"": 177972, ""name"": ""bickering""}, {""id"": 186117, ""name"": ""dj""}, {""id"": 186120, ""name"": ""singing competition""}, {""id"": 186125, ""name"": ""film score""}, {""id"": 186136, ""name"": ""female musician""}, {""id"": 186147, ""name"": ""singing contest""}, {""id"": 206298, ""name"": ""young adult""}, {""id"": 209838, ""name"": ""acapella""}]",7.3,2247,2012-09-28
Hotel Transylvania 2,"When the old-old-old-fashioned vampire Vlad arrives at the hotel for an impromptu family get-together, Hotel Transylvania is in for a collision of supernatural old-school and modern day cool.","[{""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]","[{""id"": 272, ""name"": ""transylvania""}, {""id"": 612, ""name"": ""hotel""}, {""id"": 616, ""name"": ""witch""}, {""id"": 1576, ""name"": ""technology""}, {""id"": 2343, ""name"": ""magic""}, {""id"": 2904, ""name"": ""mummy""}, {""id"": 3633, ""name"": ""dracula""}, {""id"": 4062, ""name"": ""skeleton""}, {""id"": 4555, ""name"": ""only child""}, {""id"": 5891, ""name"": ""backpacker""}, {""id"": 6038, ""name"": ""marriage""}, {""id"": 6737, ""name"": ""frankenstein""}, {""id"": 11155, ""name"": ""wolfman""}, {""id"": 12377, ""name"": ""zombie""}, {""id"": 14633, ""name"": ""moving out""}, {""id"": 160130, ""name"": ""invisible man""}, {""id"": 224472, ""name"": ""new life""}]",6.7,1497,2015-09-21
The DUFF,"Bianca's universe turns upside down when she learns that her high school refers to her as a ‘DUFF' (Designated Ugly Fat Friend). Hoping to erase that label, she enlists the help of a charming jock and her favorite teacher. Together they'll face the school's mean girl and remind everyone that we are all someone's DUFF… and that's totally fine.","[{""id"": 10749, ""name"": ""Romance""}, {""id"": 35, ""name"": ""Comedy""}]","[{""id"": 6270, ""name"": ""high school""}, {""id"": 13130, ""name"": ""teenager""}, {""id"": 15402, ""name"": ""popularity""}, {""id"": 33910, ""name"": ""high school student""}, {""id"": 155722, ""name"": ""teen comedy""}, {""id"": 179431, ""name"": ""duringcreditsstinger""}, {""id"": 222174, ""name"": ""girl next door""}, {""id"": 223438, ""name"": ""based on young adult novel""}]",6.8,1322,2015-02-20
Rise of the Planet of the Apes,"Scientist Will Rodman is determined to find a cure for Alzheimer's, the disease which has slowly consumed his father. Will feels certain he is close to a breakthrough and tests his latest serum on apes, noticing dramatic increases in intelligence and brain activity in the primate subjects – especially Caesar, his pet chimpanzee.","[{""id"": 53, ""name"": ""Thriller""}, {""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 878, ""name"": ""Science Fiction""}]","[{""id"": 2051, ""name"": ""intelligence""}, {""id"": 2172, ""name"": ""zoo""}, {""id"": 4392, ""name"": ""cage""}, {""id"": 4565, ""name"": ""dystopia""}, {""id"": 12393, ""name"": ""golden gate bridge""}, {""id"": 14759, ""name"": ""ape""}, {""id"": 15149, ""name"": ""monkey""}, {""id"": 158025, ""name"": ""medical research""}, {""id"": 158101, ""name"": ""alzheimer's disease""}]",7.0,4347,2011-08-03
Harry Potter and the Half-Blood Prince,"As Harry begins his sixth year at Hogwarts, he discovers an old book marked as 'Property of the Half-Blood Prince', and begins to learn more about Lord Voldemort's dark past.","[{""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 10751, ""name"": ""Family""}]","[{""id"": 616, ""name"": ""witch""}, {""id"": 2343, ""name"": ""magic""}, {""id"": 3872, ""name"": ""broom""}, {""id"": 3884, ""name"": ""school of witchcraft""}, {""id"": 6333, ""name"": ""wizardry""}, {""id"": 10164, ""name"": ""apparition""}, {""id"": 10791, ""name"": ""teenage crush""}, {""id"": 12564, ""name"": ""werewolf""}]",7.4,5293,2009-07-07
Captain America: The First Avenger,"Predominantly set during World War II, Steve Rogers is a sickly man from Brooklyn who's transformed into super-soldier Captain America to aid in the war effort. Rogers must stop the Red Skull – Adolf Hitler's ruthless head of weaponry, and the leader of an organization that intends to use a mysterious device of untold powers for world domination.","[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 878, ""name"": ""Science Fiction""}]","[{""id"": 242, ""name"": ""new york""}, {""id"": 279, ""name"": ""usa""}, {""id"": 1956, ""name"": ""world war ii""}, {""id"": 2652, ""name"": ""nazis""}, {""id"": 8828, ""name"": ""marvel comic""}, {""id"": 9715, ""name"": ""superhero""}, {""id"": 9717, ""name"": ""based on comic book""}, {""id"": 11064, ""name"": ""nazi germany""}, {""id"": 15060, ""name"": ""period drama""}, {""id"": 41523, ""name"": ""brooklyn new york city""}, {""id"": 173775, ""name"": ""captain america""}, {""id"": 179430, ""name"": ""aftercreditsstinger""}, {""id"": 180547, ""name"": ""marvel cinematic universe""}, {""id"": 209714, ""name"": ""3d""}]",6.6,7047,2011-07-22
Looper,"In the futuristic action thriller Looper, time travel will be invented but it will be illegal and only available on the black market. When the mob wants to get rid of someone, they will send their target 30 years into the past where a looper, a hired gun, like Joe is waiting to mop up. Joe is getting rich and life is good until the day the mob decides to close the loop, sending back Joe's future self for assassination.","[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}]","[{""id"": 236, ""name"": ""suicide""}, {""id"": 782, ""name"": ""assassin""}, {""id"": 1803, ""name"": ""drug addiction""}, {""id"": 2964, ""name"": ""future""}, {""id"": 4379, ""name"": ""time travel""}, {""id"": 4565, ""name"": ""dystopia""}, {""id"": 4948, ""name"": ""retirement""}, {""id"": 5202, ""name"": ""boy""}, {""id"": 9826, ""name"": ""murder""}, {""id"": 10291, ""name"": ""organized crime""}, {""id"": 10614, ""name"": ""tragedy""}, {""id"": 13129, ""name"": ""execution""}, {""id"": 14819, ""name"": ""violence""}, {""id"": 15009, ""name"": ""criminal""}, {""id"": 18179, ""name"": ""drug addict""}, {""id"": 177964, ""name"": ""contract killer""}, {""id"": 207268, ""name"": ""neo-noir""}]",6.6,4697,2012-09-26
Snowpiercer,"In a future where a failed global-warming experiment kills off most life on the planet, a class system evolves aboard the Snowpiercer, a train that travels around the globe via a perpetual-motion engine.","[{""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 18, ""name"": ""Drama""}]","[{""id"": 494, ""name"": ""father son relationship""}, {""id"": 714, ""name"": ""child labour""}, {""id"": 1411, ""name"": ""brothel""}, {""id"": 1442, ""name"": ""winter""}, {""id"": 1501, ""name"": ""allegory""}, {""id"": 3450, ""name"": ""bridge""}, {""id"": 4458, ""name"": ""post-apocalyptic""}, {""id"": 4565, ""name"": ""dystopia""}, {""id"": 4655, ""name"": ""hijacking of train""}, {""id"": 9717, ""name"": ""based on comic book""}, {""id"": 9862, ""name"": ""dam""}, {""id"": 9897, ""name"": ""rifle""}, {""id"": 10721, ""name"": ""pregnant""}, {""id"": 13008, ""name"": ""train""}, {""id"": 14819, ""name"": ""violence""}, {""id"": 18712, ""name"": ""based on graphic novel""}, {""id"": 33720, ""name"": ""guilt""}, {""id"": 162845, ""name"": ""revolt""}, {""id"": 178993, ""name"": ""duplicity""}, {""id"": 189102, ""name"": ""tunnel""}, {""id"": 192311, ""name"": ""social class""}, {""id"": 208085, ""name"": ""population control""}, {""id"": 213921, ""name"": ""perpetual winter""}, {""id"": 213987, ""name"": ""city ruin""}]",6.7,2854,2013-08-01
The Walk,The story of French high-wire artist Philippe Petit's attempt to cross the Twin Towers of the World Trade Center in 1974.,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]","[{""id"": 1228, ""name"": ""1970s""}, {""id"": 1418, ""name"": ""skyscraper""}, {""id"": 9672, ""name"": ""based on true story""}, {""id"": 156770, ""name"": ""tightrope""}, {""id"": 159334, ""name"": ""planning""}, {""id"": 161306, ""name"": ""world trade center""}]",6.9,1121,2015-09-30
21 Jump Street,"In high school, Schmidt was a dork and Jenko was the popular jock. After graduation, both of them joined the police force and ended up as partners riding bicycles in the city park. Since they are young and look like high school students, they are assigned to an undercover unit to infiltrate a drug ring that is supplying high school students synthetic drugs.","[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}]","[{""id"": 3230, ""name"": ""male friendship""}, {""id"": 6270, ""name"": ""high school""}, {""id"": 9755, ""name"": ""parody""}, {""id"": 9964, ""name"": ""crude humor""}, {""id"": 10988, ""name"": ""based on tv series""}, {""id"": 11199, ""name"": ""undercover cop""}, {""id"": 167316, ""name"": ""buddy cop""}, {""id"": 167541, ""name"": ""buddy comedy""}, {""id"": 179431, ""name"": ""duringcreditsstinger""}]",6.7,4074,2012-03-12
Ted 2,"Newlywed couple Ted and Tami-Lynn want to have a baby, but in order to qualify to be a parent, Ted will have to prove he's a person in a court of law.","[{""id"": 35, ""name"": ""Comedy""}]","[{""id"": 5098, ""name"": ""sperm bank""}, {""id"": 9663, ""name"": ""sequel""}, {""id"": 15214, ""name"": ""buddy""}, {""id"": 18074, ""name"": ""courthouse""}, {""id"": 158162, ""name"": ""teddy bear""}, {""id"": 179430, ""name"": ""aftercreditsstinger""}, {""id"": 187065, ""name"": ""toy comes to life""}, {""id"": 193682, ""name"": ""married""}]",6.2,2463,2015-06-25
